년,월,생태구역,연안명칭,"St.No
",조사일,조사시간,기상,Latitude,Longitude,수심,해수수질기준,표층수온,저층수온,표층염분,저층염분,표층pH,저층pH,표층DO,저층DO,표층COD,저층COD,표층NH4-N,저층NH4-N,표층NO2-N,저층NO2-N,표층NO3-N,저층NO3-N,표층DIN,저층DIN,표층T-N,저층T-N,표층DIP,저층DIP,표층T-P,저층T-P,표층SiO2-Si,저층SiO2-Si,표층SS,저층SS,표층Chl-a,저층Chl-a,표층투명도,구군
2017.0,2.0,제주,제주연안,3,26.0,13:30:00,구름조금,"33o 32' 02""","126o 34' 06""",20.0,1,0.4719861779860491,0.47445344935884676,0.9944396082730066,0.9844879675369135,0.14119943381795652,0.9219288174512056,0.4756906488046781,0.57575133815864,0.18210285714285712,0.12188639906507018,0.0028169421010054317,0.009470564137166541,0.005771495877502944,0.013296568627450982,0.027510209791714868,0.04243745159140443,0.01768968397018258,0.040768224719972435,0.04330573762337935,0.08124217892075493,0.039779681762545906,0.03870601589103292,0.08125706534026667,0.023633564280215548,0.05192985851529956,0.06553168077757741,0.007138607971445595,0.005043637352584851,0.00030656042496679926,0.0005336658354114715,0.4182509505703422,제주
2019.0,2.0,서남해역,득 량 만,1,15,09:30:00,구름많음,"34o 42' 24""","127o 13' 07""",10.0,1,0.17365899765848208,0.17429565057527616,0.9407393006577868,0.9086105319350583,0.14639058947302847,0.9368541905855338,0.6448804979570811,0.7359880277878996,0.23975999999999995,0.1784034368757507,0.006386874494395007,0.05718485673663155,0.0004122497055359246,0.0034313725490196082,0.003186423532830064,0.0013689500513356268,0.006575635982240018,0.019668291679031977,0.03143110836013691,0.04307275838292004,0.025550795593635257,0.004426787741203178,0.06172281257065332,0.0241724403387221,0.0005828620552301181,0.0011614756854234803,0.018611370782697378,0.02336390832447396,0.008934926958831333,0.019850374064837913,0.03802281368821293,득 량 
2018.0,2.0,대한해협,울산연안,11,21.0,10:58:00,구름조금,"35° 27' 40""","129° 21' 05""",10.0,1,0.36544864771970526,0.3749421659798079,0.9882022489788349,0.9643261936721738,0.14500628129834264,0.9322617680826636,0.47699393351826014,0.5755186933770259,0.3410714285714285,0.08637615774219141,0.015996980815901996,0.062149071017181944,0.05639575971731449,0.052843137254901966,0.09543451474568337,0.09958210998432912,0.06857388697835679,0.11116918869182281,0.07851206682902327,0.12091580049544143,0.10832313341493269,0.07820658342792282,0.11381415328962227,0.0491660251475494,0.10640383113653601,0.09975700706054956,0.037987592419478265,0.0008158825129181115,0.00028930677290836635,0.0007431421446384042,0.11026615969581749,울산
2018.0,2.0,동 해,구룡포연안,2,20.0,11:45:00,구름조금,35˚ 59´ 52˝,129˚ 35´ 17˝,37.0,1,0.358378061542333,0.33557826360056997,0.9926690777126944,0.9765114560808328,0.14223766494897094,0.9219288174512056,0.4947777701495665,0.5811171242464522,0.27499999999999997,0.11064239525235897,0.0010671876805732115,0.004747331132371013,0.022838633686690223,0.02213235294117647,0.04809766963858145,0.07059099014716212,0.028727810567695165,0.06451445734081565,0.03559441306614496,0.08901856628444467,0.08047735618115053,0.07321225879682179,0.078815283744065,0.05196304849884527,0.09431338174764102,0.1048766696212978,0.020013597348517095,0.0057853487279649505,0.0004082337317397075,0.00048628428927680815,0.4714828897338403,구룡포
2017.0,2.0,대한해협,통영외안,4,8.0,08:25:00,구름조금,"34o 45' 59""","128o 26' 35""",21.5,1,0.3813543977879867,0.37844744381290885,0.9855377740669925,0.9693550321265411,0.13912297155592782,0.9161882893226176,0.5463581953760916,0.6165571537577226,0.3089742857142857,0.24687499393344042,0.004480021379868253,0.020627997204617197,0.04147232037691402,0.040318627450980395,0.034297367245804435,0.04238341408937803,0.024611184064381345,0.04681243559477988,0.03751763877989382,0.09972163342441964,0.06670746634026928,0.05073779795686719,0.0561609767126384,0.04287913779830639,0.06430386241754978,0.06317816425711405,0.014404691085238428,0.006007862140579028,0.0021413014608233716,0.004713216957605987,0.1596958174904943,통영
2018.0,11.0,대한해협,기장연안,3,20.0,11:15:00,구름조금,"35o 18' 00""","129o 17' 30""",28.5,1,0.5620839816238411,0.5370551376526282,0.9746889348493935,0.9612469972031921,0.14154551086162798,0.9138920780711826,0.3801383723344744,0.5191986619777765,0.1527200000000001,0.07666189754212133,0.001793091991216919,0.01963997397402221,0.031908127208480554,0.04409313725490197,0.02454224082732942,0.06405245240196696,0.016567734533828603,0.06567319206811033,0.023701362100663554,0.10028092039737468,0.044522643818849454,0.07661748013620885,0.05656794031200534,0.05404157043879908,0.08249861035784133,0.1338982791820766,0.005608906263278678,0.010903157218087841,0.012031341301460812,0.006957605985037408,0.10266159695817491,기장
2017.0,5.0,서남해역,신안연안,2,24.0,14:32:00,구름조금,"34o 43' 09""","126o 13' 35""",31.0,1,0.5516438192213148,0.544604966831615,0.9708932876351294,0.9505317029581174,0.13635435520655612,0.9058553386911595,0.4501992005770742,0.5596509819690152,0.20178571428571423,0.0949178733457704,3.405094847369203e-05,0.00018245725164297584,0.03256772673733804,0.03397058823529412,0.043901835341214196,0.051605814435218035,0.026071767004081675,0.04760766763252749,0.04918489230936038,0.12676770072127225,0.057986536107711144,0.046538024971623154,0.08859991393959714,0.08293228041421441,0.0699591996561339,0.06749549164043159,0.0861731962267358,0.04947214873785445,0.011707835325365196,0.020548628428927688,0.03802281368821293,신안
2019.0,8.0,서남해역,무안연안,2,8.0,16:30:00,맑음,"35o 00' 40""","126o 17' 21""",15.0,1,0.899735159901429,0.8889341687987377,0.8825143038328804,0.8350154153240312,0.13393181590085584,0.8920780711825488,0.3000437614983892,0.420046473158321,0.37142857142857166,0.32806788334346043,0.0010346845024846872,0.014555269055594374,0.15508833922261483,0.07343137254901963,0.06231981533594116,0.03520543257020372,0.04343125318096566,0.041621617188047584,0.07378260180753743,0.17304185713920883,0.09026927784577723,0.04551645856980703,0.11734117115080246,0.07474980754426482,0.15163865253094905,0.05993061711037076,0.10656921900229455,0.08655771750686082,0.014557768924302777,0.016733167082294272,0.041825095057034224,무안
2017.0,2.0,대한해협,거제도동안,2,7.0,14:35:00,맑음,"34o 47' 55""","128o 40' 47""",18.0,1,0.4182693635551791,0.4030426056715641,0.9899814586105212,0.9755521084372303,0.1405072797306136,0.9150401836969001,0.481190901316246,0.5956050842609949,0.2712,0.22318338092751364,0.004209161562463885,0.020772585970070118,0.036525323910482924,0.036715686274509815,0.03709207913866485,0.042266332834987486,0.025712044225615877,0.04642880044858097,0.029946319159675633,0.08835968026151136,0.06961444308445533,0.05130533484676504,0.050060898674815585,0.03710546574287914,0.07159751462218612,0.06998655133416878,0.00790345882552907,0.003189358914134548,0.00036818061088977395,0.0036907730673316724,0.2585551330798479,거제도
2019.0,11.0,제주,성산연안,1,5.0,15:37:00,맑음,"33o 28' 48""","126o 56' 19""",19.0,1,0.6862304630558803,0.6708256093637492,0.9750187395616084,0.9517618342108012,0.1398151256432707,0.9150401836969001,0.4168339869704887,0.5083277488690469,0.2949257142857141,0.1198985088882374,0.002351063215069918,0.010482685495337008,0.029599528857479386,0.03259803921568628,0.021129829809901482,0.03204423870165895,0.014973385334799272,0.03382364564490224,0.029205766729668892,0.08117322573230841,0.030446756425948598,0.025993189557321224,0.04612254126158709,0.02779060816012317,0.05042544429166507,0.05389400006113031,0.004844055409195238,0.00267016095136843,0.010629482071713138,0.014613466334164592,0.3840304182509505,성산
