년,월,생태구역,연안명칭,"St.No
",조사일,조사시간,기상,Latitude,Longitude,수심,해수수질기준,표층수온,저층수온,표층염분,저층염분,표층pH,저층pH,표층DO,저층DO,표층COD,저층COD,표층NH4-N,저층NH4-N,표층NO2-N,저층NO2-N,표층NO3-N,저층NO3-N,표층DIN,저층DIN,표층T-N,저층T-N,표층DIP,저층DIP,표층T-P,저층T-P,표층SiO2-Si,저층SiO2-Si,표층SS,저층SS,표층Chl-a,저층Chl-a,표층투명도,구군
2017.0,2.0,동 해,주문진연안,1,22.0,10:15:00,구름조금,37˚ 53´ 09˝,128˚ 50´ 15˝,13.0,2,0.3352206642791163,0.3407626430530235,0.9879563419565693,0.975575318460866,0.14085335677428507,0.9230769230769231,0.540193072041953,0.6300077499283162,0.19565142857142853,0.0757689000017471,0.002118123772102161,0.004578644239342602,0.009316843345111896,0.01252450980392157,0.027269156474810468,0.03779923266747122,0.017191977077363894,0.035076331836572175,0.018185904450314826,0.07875220267129761,0.04192166462668299,0.03382519863791146,0.037440651141758936,0.03679753656658968,0.058884820606761645,0.06297184949720329,0.016061867935752556,0.007639627166415309,0.0045907038512616165,0.00892768079800499,0.2661596958174905,주문진
2017.0,2.0,동 해,주문진연안,2,22.0,10:05:00,구름조금,37˚ 53´ 16˝,128˚ 50´ 48˝,18.0,1,0.34356481524104127,0.34475510548006066,0.9900017097770608,0.9760433872708493,0.14223766494897094,0.9230769230769231,0.5250886571249256,0.6222435699115938,0.1184647619047616,0.04937758718535573,0.0015276493701606379,0.006289611297202205,0.009151943462897527,0.007463235294117647,0.027585538953247495,0.02738800727705027,0.016900945080715685,0.026119625566132138,0.018694343432110502,0.07870623387899993,0.04283965728274174,0.029057888762769577,0.037440651141758936,0.03841416474210931,0.05664789055695957,0.04733777546841092,0.017846519928613944,0.008826365367023511,0.004220982735723767,0.010199501246882795,0.45627376425855515,주문진
2017.0,2.0,동 해,주문진연안,3,22.0,09:50:00,구름조금,37˚ 53´ 39˝,128˚ 51´ 08˝,23.0,1,0.35142102210478826,0.35136120601167403,0.9912977844355898,0.9775907221798853,0.1425837419926424,0.9230769230769231,0.518795150909497,0.6222435699115938,0.17240571428571444,0.12907502926508224,0.0007259043106437072,0.0038797985396534676,0.008987043580683156,0.013468137254901962,0.027954651844757355,0.038789920204622,0.016474941723303087,0.03579662639678238,0.027636237698908318,0.07921189059427435,0.04268665850673194,0.034506242905788874,0.06185846710377563,0.04064665127020785,0.05642734815768331,0.06333099000519608,0.06756182544403844,0.012460751106386135,0.006285258964143421,0.006508728179551125,0.49429657794676807,주문진
2017.0,2.0,동 해,주문진연안,4,22.0,09:31:00,구름조금,37˚ 55´ 08˝,128˚ 51´ 09˝,34.0,1,0.35538902033714176,0.3525469949289906,0.9905832075591241,0.9774050419908011,0.14189158790529952,0.9242250287026407,0.5250886571249256,0.6211344013377763,0.09685714285714249,0.16066384660631794,0.0006554807581185716,0.006410101935079643,0.017974087161366312,0.013553921568627452,0.04017304184534922,0.042311364086676156,0.023721216654341157,0.039687782879657116,0.01987701671585261,0.07656102357177515,0.043298653610771114,0.03427922814982974,0.04110332353606144,0.03672055427251732,0.058932079692320845,0.06442369410398265,0.0177190447862667,0.00489529507750884,0.0017407702523240358,0.0033665835411471334,0.532319391634981,주문진
2017.0,2.0,동 해,주문진연안,5,22.0,11:20:00,구름조금,37˚ 51´ 40˝,128˚ 52´ 27˝,22.0,1,0.35332676603540814,0.35407595789989743,0.9914569007441147,0.9779698192325991,0.14223766494897094,0.9219288174512056,0.5049494372355554,0.6100427155996014,0.10965333333333321,0.0713297962865536,0.0009371749682191147,0.0036147191363231066,0.011130742049469964,0.010637254901960784,0.03546496924956013,0.03974458274042185,0.020954303758671203,0.03628204229605449,0.029703152690121176,0.0630002298439615,0.05278457772337822,0.03745743473325766,0.06470721229934424,0.02779060816012317,0.06818698394766394,0.06310175138307303,0.00854083453726526,0.006007862140579002,0.003743426294820714,0.006458852867830427,0.532319391634981,주문진
2017.0,2.0,동 해,강릉연안,1,16.0,14:34:00,맑음,37˚ 46´ 54˝,128˚ 57´ 42˝,29.0,1,0.3731974455052369,0.36433441085900753,0.9898165562544136,0.9763219075544757,0.14500628129834264,0.9311136624569459,0.49739722977704126,0.5845318384018002,0.10965333333333321,0.09128635001491577,0.003504926037212527,0.006145022531749281,0.018138987043580683,0.019129901960784314,0.03582654922491674,0.047246789271754595,0.023514541758170686,0.044401014675815254,0.03259535994164005,0.088834691115254,0.05079559363525092,0.04040862656072644,0.06470721229934424,0.044341801385681286,0.0647213176733227,0.06668551517559679,0.007138607971445619,0.003708556876900652,0.0020026560424966783,0.003291770573566086,0.45627376425855515,강릉
2017.0,2.0,동 해,강릉연안,2,16.0,14:53:00,맑음,37˚ 46´ 48˝,128˚ 57´ 20˝,19.0,1,0.3733017857526461,0.37053605625603236,0.9905311331308795,0.9771729417544457,0.14500628129834264,0.9334098737083811,0.4961385285339557,0.5978418612876095,0.1243390476190471,0.06534283016804532,0.0021072893794059867,0.0027953827987565356,0.015170789163722026,0.014154411764705884,0.029822815050766477,0.036502332618837466,0.01891286192710984,0.03351830338568269,0.023948212910665796,0.08382409275480758,0.04482864137086904,0.03575482406356413,0.04544426859597552,0.03833718244803695,0.05424555370770031,0.05238102515511813,0.0038242542704172706,0.011051499493163851,0.0020642762284196533,0.003266832917705737,0.45627376425855515,강릉
2017.0,2.0,동 해,강릉연안,3,16.0,13:25:00,맑음,37˚ 46´ 11˝,128˚ 58´ 34˝,33.0,1,0.3718747794277858,0.3681522222051997,0.9906844633918215,0.9765926911635572,0.14500628129834264,0.9322617680826636,0.4697058024291571,0.581204332680348,0.14196190476190446,0.08529938389640701,0.0011809488038830463,0.005566667469937584,0.02250883392226148,0.022732843137254904,0.03908830191927942,0.04794927679809788,0.02375495949453225,0.04515262639081721,0.019298575265548835,0.09150854253390199,0.04865361077111384,0.03609534619750284,0.03581279674429116,0.04603541185527329,0.0683366377186014,0.0662958095179876,0.008540834537265283,0.0042277548396666975,0.0026342629482071695,0.002917705735660849,0.8745247148288973,강릉
2017.0,2.0,동 해,강릉연안,4,16.0,15:10:00,맑음,37˚ 48´ 23˝,128˚ 55´ 54˝,18.0,1,0.3610878391441644,0.3554118854656596,0.9899901376818951,0.975281324828149,0.14466020425467113,0.9311136624569459,0.4898450223185281,0.582313501254165,0.11259047619047606,0.07332545165938979,0.0014084710505027158,0.0035183266260211572,0.018221436984687867,0.011066176470588236,0.040685280143771076,0.03943837022893888,0.02460696620935745,0.03602367576902256,0.03953297300483754,0.09080368771867099,0.05599755201958384,0.036208853575482404,0.07406737508478398,0.04387990762124711,0.07203072290647877,0.05526943179386863,0.009305685391348713,0.007268771478725246,0.002418592297476758,0.002942643391521198,0.49429657794676807,강릉
2017.0,2.0,동 해,강릉연안,5,16.0,12:17:00,맑음,37˚ 39´ 52˝,129˚ 04´ 51˝,71.0,3,0.3740874064390208,0.22137790510624608,0.9917751333611642,0.9669373213311722,0.14466020425467113,0.9092996555683122,0.4797754123738425,0.5124358811036656,0.19483047619047675,0.0872950392692432,0.0016089073153819486,0.006361905679928667,0.014593639575971732,0.007806372549019608,0.030787028318384084,0.08226309058486589,0.019035179722802567,0.07387828662354842,0.028129939318912823,0.1443573307454606,0.04268665850673194,0.02472630075793636,0.05507574044765987,0.08029253271747498,0.056049275473209724,0.06876940341194399,0.008158409110223532,0.007713798303953307,0.0016945551128818047,0.00048129675810473836,0.6083650190114068,강릉
2017.0,2.0,동 해,강릉연안,6,16.0,14:05:00,맑음,37˚ 43´ 00˝,129˚ 02´ 14˝,68.0,2,0.37686776714939374,0.2559894596540683,0.9768876329308268,0.9654248014575896,0.14500628129834264,0.9150401836969001,0.4697058024291571,0.5224183982680226,0.1918933333333339,0.11323855911611361,0.0014084710505027158,0.004289466708436753,0.017644287396937575,0.005232843137254903,0.037415994533255136,0.0915665471837455,0.022746892143823225,0.0810577443595567,0.026155132838894844,0.13638174528181424,0.04666462668298654,0.07003405221339386,0.052498304318335895,0.07682832948421864,0.06630449703955586,0.11118073172968182,0.011345287668904589,0.0034118723267486015,0.0015297211155378475,0.0005336658354114715,0.6653992395437263,강릉
2017.0,2.0,동 해,강릉연안,7,16.0,13:06:00,맑음,37˚ 45´ 03˝,128˚ 59´ 43˝,34.0,1,0.3757322997511178,0.3689580684203269,0.9906323889635772,0.9768363964117301,0.1453523583420141,0.9334098737083811,0.4697058024291571,0.5778768269588956,0.20657904761904639,0.12321683598029391,0.0012297035710158325,0.005735354362965996,0.01995288574793875,0.02178921568627451,0.03529924509418835,0.04467100167516256,0.021540585606991517,0.04227144814997636,0.01447945795983332,0.08996858799192993,0.04253365973072216,0.03507377979568672,0.029843997286909292,0.04026173979984604,0.0620196732821885,0.06547819176574869,0.0066287074020566486,0.007713798303953307,0.0011014608233731733,0.0023391521197007486,0.6463878326996197,강릉
2017.0,2.0,동 해,동해연안,1,16.0,10:49:00,맑음,37˚ 32´ 08˝,129˚ 08´ 06˝,19.0,1,0.3834749598750372,0.37977724327057133,0.9908927611047995,0.9794978124552723,0.14396805016732822,0.9288174512055108,0.4797754123738425,0.582313501254165,0.1184647619047616,0.11124290374327743,0.00174975442043222,0.007590910186278524,0.018303886925795054,0.018100490196078435,0.03062883707916557,0.042482482843093104,0.019246072473996925,0.04063512681210751,0.029876316691167533,0.08610720943892536,0.041768665850673195,0.03654937570942111,0.06552113949807813,0.04318706697459584,0.056513989814541844,0.06289543662316227,0.014404691085238428,0.005266150765198875,0.002125896414342628,0.006508728179551125,0.532319391634981,동해
2017.0,2.0,동 해,동해연안,2,16.0,10:10:00,맑음,37˚ 30´ 11˝,129˚ 09´ 17˝,37.0,1,0.3815385276363558,0.3725001149020269,0.9922351241439904,0.9791728721243746,0.14396805016732822,0.9276693455797933,0.4885863210754416,0.5756584898112603,0.15077333333333284,0.12321683598029391,0.0012622067491043568,0.009711545412921413,0.015500588928150765,0.022818627450980396,0.030711699156851457,0.042086207828232795,0.01876945485629768,0.04141022639320327,0.03253272615402754,0.08409224404321064,0.04528763769889841,0.03530079455164586,0.068912502826136,0.04187836797536567,0.05863277215044593,0.06406455359598985,0.00726608311379286,0.009123049917175564,0.00221832669322709,0.0030423940149625944,0.6844106463878327,동해
2017.0,2.0,동 해,동해연안,3,16.0,10:29:00,맑음,37˚ 31´ 24˝,129˚ 09´ 08˝,27.0,1,0.38319262744087124,0.37724633462534285,0.9912486030311367,0.9793276056152782,0.14431412721099968,0.9276693455797933,0.4860689185892709,0.5745493212374433,0.15664761904761856,0.10924724837044139,0.002101872183057899,0.009422367882015564,0.012614840989399292,0.025306372549019608,0.027864256850918208,0.04532845794981717,0.017681248260134803,0.04436186823232556,0.030907932016550056,0.09061215108409736,0.03901468788249694,0.039500567536889894,0.06782726656115749,0.04395688991531948,0.05042544429166507,0.0692911941803955,0.007775983683181782,0.004672781664894801,0.004775564409030541,0.002967581047381547,0.6083650190114068,동해
2017.0,2.0,동 해,동해연안,4,16.0,11:45:00,맑음,37˚ 36´ 41˝,129˚ 06´ 54˝,35.0,1,0.3696928407246123,0.3681706065294992,0.9917230589329198,0.9780162392798704,0.14431412721099968,0.9299655568312284,0.4898450223185281,0.5900776812708873,0.15664761904761856,0.10924724837044139,0.0010834392696174736,0.005084704918427837,0.013521790341578325,0.01732843137254902,0.03310716649358895,0.041419745303240454,0.019870315017532218,0.03882656112288404,0.0341722576532962,0.0720101131343055,0.04314565483476133,0.03166855845629966,0.06457155776622193,0.03117782909930716,0.06290971939355341,0.060136931870281504,0.007011132829098328,0.0054886641778129274,0.0030656042496679924,0.0047381546134663355,0.7224334600760456,동해
2017.0,2.0,동 해,삼척연안,1,15.0,17:10:00,맑음,37˚ 23´ 57˝,129˚ 14´ 51˝,53.0,1,0.38856001252082967,0.37578171678948413,0.9923190218339397,0.9794204457098205,0.14466020425467113,0.9288174512055108,0.502432034749384,0.5900776812708873,0.06559619047619036,0.05536455330386416,0.002795273315613082,0.012555124466828922,0.017149587750294463,0.018014705882352943,0.03364953645662385,0.039591476484680366,0.021692428387851445,0.03972692932314681,0.037683434100044585,0.09134765176086013,0.046817625458996336,0.034619750283768444,0.08369884693646834,0.04803695150115473,0.06613909024009867,0.06276553473729254,0.01058043681482111,0.0030410166390585085,0.004066932270916332,0.0033665835411471334,0.49429657794676807,삼척
2017.0,2.0,동 해,삼척연안,2,16.0,09:00:00,맑음,37˚ 25´ 48˝,129˚ 12´ 08˝,15.0,1,0.3763031022810619,0.3819006327271613,0.9856708531613951,0.9788324584443867,0.14431412721099968,0.9311136624569459,0.4835515161030996,0.5856410069756179,0.15958476190476173,0.0872950392692432,0.0019610250780076276,0.009470564137166541,0.02044758539458186,0.019215686274509806,0.03837267488471948,0.03923122647117099,0.02385618801510555,0.0385212188636645,0.034979128211363245,0.08521847945450367,0.04972460220318237,0.034733257661748014,0.06769161202803517,0.03841416474210931,0.06722604920796024,0.05990769324815845,0.007521033398487321,0.005711177590426965,0.0036818061088977395,0.004563591022443892,0.532319391634981,삼척
2017.0,2.0,동 해,삼척연안,3,16.0,08:45:00,맑음,37˚ 25´ 35˝,129˚ 12´ 47˝,28.0,1,0.3867187140371389,0.3861780521808405,0.9920904729544223,0.9790645586807422,0.1432758960799853,0.9276693455797933,0.4898450223185281,0.582313501254165,0.13021333333333285,0.11323855911611361,0.0017605888131283945,0.010241704219582135,0.017809187279151942,0.036458333333333336,0.031593050346783176,0.04377037664138912,0.019769086496958927,0.04429140463404413,0.03591126634465531,0.07388717215312715,0.04406364749082006,0.03552780930760499,0.07678046574723027,0.03679753656658968,0.06322477996394807,0.06072531100039735,0.00688365768675111,0.004227754839666711,0.0050528552456839265,0.0013890274314214469,0.6844106463878327,삼척
2017.0,2.0,동 해,삼척연안,4,15.0,15:10:00,맑음,37˚ 14´ 00˝,129˚ 22´ 01˝,46.0,1,0.3892597059446321,0.38799810028648907,0.9902562958707003,0.9791573987752843,0.14396805016732822,0.9288174512055108,0.4860689185892709,0.5856410069756179,0.1331504761904757,0.09328200538775194,0.0020422830232289376,0.013639540207725852,0.010636042402826855,0.018958333333333334,0.02903185885467391,0.04292378910964209,0.018187390863001255,0.04306220630846801,0.03642338966689878,0.08685803304645404,0.03886168910648715,0.039387060158910324,0.07433868415102861,0.04726712856043111,0.05252847359904943,0.069627410826176,0.007903458825529024,0.004598610527356761,0.0025880478087649383,0.012543640897755615,0.8935361216730038,삼척
2017.0,2.0,동 해,죽변연안,1,15.0,13:30:00,맑음,37˚ 04´ 54˝,129˚ 25´ 33˝,35.0,1,0.42993092061855354,0.38589922326229836,0.9902157935376213,0.9785500698234876,0.1432758960799853,0.9253731343283582,0.482292814860014,0.582313501254165,0.2124533333333339,0.07931241777789856,0.0015168149774644631,0.008651227799599967,0.01607773851590106,0.01621323529411765,0.03676063082792129,0.04345515787956841,0.02238415661176894,0.04165293434283933,0.034124361227474864,0.09326301810659653,0.048806609547123625,0.037570942111237224,0.06986208455799221,0.046112394149345655,0.06971502771407803,0.06751841550264388,0.007775983683181806,0.006230375553193054,0.0015035325365205833,0.0035660847880299266,0.6653992395437263,죽변
2017.0,2.0,동 해,죽변연안,2,15.0,14:00:00,맑음,37˚ 05´ 55˝,129˚ 23´ 56˝,26.0,1,0.41704183123271865,0.3879705238000398,0.9892813468530122,0.9780123709425976,0.14362197312365677,0.9276693455797933,0.4835515161030996,0.592296018418522,0.18601904761904817,0.157142977318509,0.0012026175892753958,0.011615297491384912,0.014840989399293285,0.017757352941176474,0.034696611801927346,0.04050110776879154,0.020920560918480106,0.04018885735632509,0.035900213323311926,0.08383941568557346,0.04283965728274174,0.03382519863791146,0.06782726656115749,0.04195535026943803,0.060302593173537616,0.06313231653268943,0.006756182544403844,0.007417113753801256,0.00192563081009296,0.003491271820448879,0.7034220532319392,죽변
2017.0,2.0,동 해,죽변연안,3,15.0,12:05:00,맑음,36˚ 58´ 29˝,129˚ 25´ 53˝,29.0,1,0.38450915585671014,0.38442541326429,0.9902910121561966,0.9773702269553477,0.14189158790529952,0.9253731343283582,0.4948798272908701,0.596732692713792,0.20657904761904639,0.09128635001491577,0.002150626950190685,0.00833795214111863,0.012532391048292109,0.017585784313725494,0.03349134521740534,0.04142875155357818,0.02086572880316958,0.03991483225189729,0.035126501829275035,0.08805322164619354,0.04758261933904529,0.03836549375709421,0.07203255708794924,0.04364896073903002,0.06005054471722188,0.061672830638505975,0.05608906263278663,0.03033599525304718,0.0003758831341301458,0.0006807980049875315,0.6844106463878327,죽변
2017.0,2.0,동 해,죽변연안,4,15.0,11:45:00,맑음,36˚ 56´ 48˝,129˚ 26´ 05˝,37.0,1,0.37998263041763713,0.3844468616426394,0.9883613652873596,0.9772580451744425,0.14292981903631385,0.9253731343283582,0.5238299558818398,0.6067152098781492,0.1918933333333339,0.13319511284447483,0.0014247226395469779,0.0061691206593247686,0.016654888103651354,0.013553921568627452,0.038056292406282465,0.03978961399211053,0.023067449125638653,0.037417289157255354,0.03480964855076468,0.07988609954797354,0.04819461444308446,0.037570942111237224,0.068912502826136,0.04110854503464205,0.06072004842931053,0.057737567625393525,0.04538115067561827,0.0281108611269068,0.0004082337317397075,0.0007032418952618456,0.6844106463878327,죽변
2017.0,2.0,동 해,죽변연안,5,15.0,14:40:00,맑음,37˚ 07´ 17˝,129˚ 24´ 08˝,46.0,1,0.3895236253939611,0.3863680235319351,0.9892668817340553,0.9788324584443867,0.14396805016732822,0.9288174512055108,0.4961385285339557,0.5945143555661576,0.14489904761904732,0.135190768217311,0.0018635155437420545,0.005566667469937584,0.014346289752650175,0.015269607843137255,0.03542730466879382,0.037556063908352394,0.02181896403856806,0.035436479116677286,0.03268009977193933,0.07948770334806039,0.04574663402692779,0.030987514188422244,0.05900972190820701,0.039260969976905306,0.06340593979192499,0.05783690436164685,0.017464094501572245,0.009048878779637537,0.0020488711819389095,0.01296758104738155,0.7604562737642585,죽변
2017.0,2.0,동 해,죽변연안,6,15.0,14:20:00,맑음,37˚ 06´ 34˝,129˚ 24´ 08˝,40.0,1,0.41561175607705214,0.3862577175861383,0.98948964456599,0.9788363267816594,0.14396805016732822,0.9276693455797933,0.4898450223185281,0.5911868498447049,0.1742704761904757,0.06933414091371755,0.0012838755344967063,0.010844157408969319,0.011460541813898703,0.011580882352941177,0.03218061780673766,0.03338617000198137,0.019402133109880745,0.033189473260369334,0.038589781850202086,0.0851418648006742,0.04207466340269278,0.028603859250851304,0.07854397467782037,0.04295612009237875,0.0561044110730288,0.05125775590671516,0.006373757117362167,0.0036343857393626097,0.0025572377158034508,0.0038154613466334177,0.6844106463878327,죽변
2017.0,2.0,동 해,후포연안,1,25.0,12:05:00,맑음,36˚ 38´ 51˝,129˚ 27´ 32˝,49.0,1,0.4101615125653277,0.4083587394481639,0.9937134593013752,0.9814861378133837,0.1453523583420141,0.9334098737083811,0.5118065243216773,0.6116938692519129,0.1909142857142857,0.1039255007095447,0.002546082283601063,0.007253536400221701,0.016572438162544167,0.015526960784313728,0.021446212288338505,0.02461408217302808,0.014635956932888303,0.024757329332691085,0.032204819854173804,0.07265367622647292,0.03932068543451653,0.027695800227014754,0.0724395206873162,0.0386451116243264,0.044242380597669904,0.03928385854448758,0.006246281975014899,0.006156204415655056,0.00845737051792828,0.010274314214463844,0.4182509505703422,후포
2017.0,2.0,동 해,후포연안,2,25.0,10:54:00,맑음,36˚ 41´ 40˝,129˚ 29´ 01˝,24.0,1,0.4133929914042049,0.41238797052380005,0.9942573477741508,0.9817762631088279,0.14431412721099968,0.9322617680826636,0.4822153582347233,0.584531619285132,0.17622857142857123,0.09594287921819986,0.0021560441465387726,0.008892209075354842,0.02803297997644287,0.029080882352941182,0.032029959483672404,0.040302970261361384,0.02084463952805014,0.04016536949023129,0.03195796904417156,0.07648440891794571,0.048806609547123625,0.0322360953461975,0.0652498304318335,0.03733641262509623,0.05720712306941009,0.05353485955313751,0.00854083453726526,0.005340321902736902,0.00455989375830013,0.00690773067331671,0.45627376425855515,후포
